тип;nm_id;ссылка;артикул;продаж_с_0106;на_ВБ;эталон;источник_эталона;примечание;название
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);215243687;https://www.wildberries.ru/catalog/215243687/detail.aspx;325219;0;Epson ECOTANK ET-2815;"Epson FX-100; Epson FX-1000; Epson FX-105; Epson FX-1050";TheCartridge;;Картридж для Epson ECOTANK ET-2815
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);215243715;https://www.wildberries.ru/catalog/215243715/detail.aspx;325221;0;Epson FX 100FT;"Epson FX-100; Epson FX-1000; Epson FX-105; Epson FX-1050";TheCartridge;;Картридж для Epson FX 100FT
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);215243724;https://www.wildberries.ru/catalog/215243724/detail.aspx;325223;0;Epson FX 286;"Epson FX-100; Epson FX-1000; Epson FX-105; Epson FX-1050";TheCartridge;;Картридж для Epson FX 286
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);215243751;https://www.wildberries.ru/catalog/215243751/detail.aspx;325226;0;Epson NP 136;"Epson FX-100; Epson FX-1000; Epson FX-105; Epson FX-1050";TheCartridge;;Картридж для Epson NP 136
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);215243754;https://www.wildberries.ru/catalog/215243754/detail.aspx;325228;0;Epson AX 100;"Epson FX-100; Epson FX-1000; Epson FX-105; Epson FX-1050";TheCartridge;;Картридж для Epson AX 100
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);215243756;https://www.wildberries.ru/catalog/215243756/detail.aspx;325229;0;Epson LX 1000;"Epson FX-100; Epson FX-1000; Epson FX-105; Epson FX-1050";TheCartridge;;Картридж для Epson LX 1000
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);215243775;https://www.wildberries.ru/catalog/215243775/detail.aspx;325230;0;Epson 6025;"Epson FX-100; Epson FX-1000; Epson FX-105; Epson FX-1050";TheCartridge;;Картридж для Epson 6025
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);216361146;https://www.wildberries.ru/catalog/216361146/detail.aspx;05293;0;Panasonic KX-FLB881;"Panasonic KX-FLB813; Panasonic KX-FLB833; Panasonic KX-FLB853; Panasonic KX-FLB858";TheCartridge;;Фотобарабан для Panasonic KX-FLB881
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);216361158;https://www.wildberries.ru/catalog/216361158/detail.aspx;05294;0;Panasonic KX-FLB882;"Panasonic KX-FLB813; Panasonic KX-FLB833; Panasonic KX-FLB853; Panasonic KX-FLB858";TheCartridge;;Фотобарабан для Panasonic KX-FLB882
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);216361167;https://www.wildberries.ru/catalog/216361167/detail.aspx;12925;0;Konica Minolta 7516;"Konica Minolta Bizhub 162; Konica Minolta Bizhub 163; Konica Minolta Bizhub 210; Konica Minolta Bizhub 211";TheCartridge;;Тонер-картридж для Konica Minolta 7516
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);216402031;https://www.wildberries.ru/catalog/216402031/detail.aspx;28933;0;Ricoh Aficio MP9000;"Ricoh Aficio 9000; Ricoh Aficio MP 1350; Ricoh Aficio MP1100; Ricoh Pro-1106EX";TheCartridge;;Тонер-картридж для Ricoh Aficio MP9000
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);216403601;https://www.wildberries.ru/catalog/216403601/detail.aspx;53701;0;Konica Minolta BizhuB-215;"Konica Minolta Bizhub 164; Konica Minolta Bizhub 165; Konica Minolta Bizhub 185";TheCartridge;;Картридж для Konica Minolta BizhuB-215
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);327898201;https://www.wildberries.ru/catalog/327898201/detail.aspx;11936;0;HP LJ Pro M501;"HP LJ M506dn; HP LJ M506x; HP LJ M527c; HP LJ M527dn";TheCartridge;;Картридж для HP LJ Pro M501
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);859948940;https://www.wildberries.ru/catalog/859948940/detail.aspx;003315;0;Samsung SF-565P;"Samsung ML-1510; Samsung ML-1520; Samsung ML-1710; Samsung ML-1740";TheCartridge;;Картридж для Samsung SF-565P
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);859948981;https://www.wildberries.ru/catalog/859948981/detail.aspx;003317;0;Samsung SF-755P;"Samsung ML-1510; Samsung ML-1520; Samsung ML-1710; Samsung ML-1740";TheCartridge;;Картридж для Samsung SF-755P
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);859957070;https://www.wildberries.ru/catalog/859957070/detail.aspx;005011;0;Canon EP-A;"Canon i-SENSYS LBP-660; HP LaserJet 3100; HP LaserJet 3100SE; HP LaserJet 3100XI";TheCartridge;;Картридж для Canon EP-A
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964247022;https://www.wildberries.ru/catalog/964247022/detail.aspx;28512;0;Epson Stylus Pro 7880;"Epson Stylus Pro 7800; Epson Stylus Pro 9800";TheCartridge;;Картридж для Epson Stylus Pro 7880
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964247396;https://www.wildberries.ru/catalog/964247396/detail.aspx;28514;0;Epson Stylus Pro 9880;"Epson Stylus Pro 7800; Epson Stylus Pro 9800";TheCartridge;;Картридж для Epson Stylus Pro 9880
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964263791;https://www.wildberries.ru/catalog/964263791/detail.aspx;01127;0;Brother MFC-8860N;"Brother DCP-8060; Brother DCP-8065DN; Brother HL-5240; Brother HL-5240L";TheCartridge;;Картридж для Brother MFC-8860N
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964323141;https://www.wildberries.ru/catalog/964323141/detail.aspx;24372;0;Canon iR Advance-C5051;"Canon iR Advance 5051; Canon iR Advance 5250; Canon iR Advance 5255; Canon iR Advance C5045";TheCartridge;;Картридж для Canon iR Advance-C5051
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964323183;https://www.wildberries.ru/catalog/964323183/detail.aspx;24373;0;Canon iR Advance-C5250;"Canon iR Advance 5051; Canon iR Advance 5250; Canon iR Advance 5255; Canon iR Advance C5045";TheCartridge;;Картридж для Canon iR Advance-C5250
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964323247;https://www.wildberries.ru/catalog/964323247/detail.aspx;24374;0;Canon iR Advance C5255;"Canon iR Advance 5051; Canon iR Advance 5250; Canon iR Advance 5255; Canon iR Advance C5045";TheCartridge;;Картридж для Canon iR Advance C5255
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964327945;https://www.wildberries.ru/catalog/964327945/detail.aspx;19742;0;Canon C 3200N;"Canon iR-C2620; Canon iR-C2620 C3200N; Canon iR-C2620 CLC-3200; Canon iR-C2620 CLC-3220";TheCartridge;;Картридж для Canon C 3200N
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964376011;https://www.wildberries.ru/catalog/964376011/detail.aspx;29956;0;Canon LaserClass-9500;"Canon FAX-9000; Canon FAX-9500; Canon FAX-9800; Canon FAX-L800";TheCartridge;;Картридж для Canon LaserClass-9500
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964376098;https://www.wildberries.ru/catalog/964376098/detail.aspx;29957;0;Canon LaserClass-9800;"Canon FAX-9000; Canon FAX-9500; Canon FAX-9800; Canon FAX-L800";TheCartridge;;Картридж для Canon LaserClass-9800
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964406051;https://www.wildberries.ru/catalog/964406051/detail.aspx;14763;0;Canon Pixma iP90;"Canon Bubble Jet i70; Canon Bubble Jet i80";TheCartridge;;Картридж для Canon Pixma iP90
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964408061;https://www.wildberries.ru/catalog/964408061/detail.aspx;28381;0;Konica Minolta Bizhub C35P;"Canon iPF-8300s; Canon iPF-8400; Canon iPF-8400s; Canon iPF-9400";TheCartridge;;Картридж для Konica Minolta Bizhub C35P
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964409209;https://www.wildberries.ru/catalog/964409209/detail.aspx;220511;0;Epson LQ 1600KID+;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1600KID+
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964409422;https://www.wildberries.ru/catalog/964409422/detail.aspx;220512;0;Epson LQ 1900K III;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1900K III
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964409747;https://www.wildberries.ru/catalog/964409747/detail.aspx;220513;0;Epson LQ 1900K4;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1900K4
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964410050;https://www.wildberries.ru/catalog/964410050/detail.aspx;220515;0;Epson LQ 1600K III+;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1600K III+
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964410397;https://www.wildberries.ru/catalog/964410397/detail.aspx;220516;0;Epson LQ 2660;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 2660
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964410602;https://www.wildberries.ru/catalog/964410602/detail.aspx;220518;0;Epson LQ 1900K II+;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1900K II+
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964410728;https://www.wildberries.ru/catalog/964410728/detail.aspx;220519;0;Epson LQ 1600K4;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1600K4
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964410892;https://www.wildberries.ru/catalog/964410892/detail.aspx;220520;0;Epson LQ 1600K4+;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1600K4+
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964411045;https://www.wildberries.ru/catalog/964411045/detail.aspx;220521;0;Epson LQ 2900;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 2900
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964411351;https://www.wildberries.ru/catalog/964411351/detail.aspx;220523;0;Epson LQ 1600L II;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1600L II
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964411649;https://www.wildberries.ru/catalog/964411649/detail.aspx;220524;0;Epson LQ 1600KIV;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 1600KIV
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964411839;https://www.wildberries.ru/catalog/964411839/detail.aspx;220525;0;Epson LQ 136;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 136
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964412101;https://www.wildberries.ru/catalog/964412101/detail.aspx;220527;0;Epson LQ-19;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ-19
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964412156;https://www.wildberries.ru/catalog/964412156/detail.aspx;220528;0;Epson SO 15086;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson SO 15086
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964413214;https://www.wildberries.ru/catalog/964413214/detail.aspx;22058;0;Epson LQ 2170C;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 2170C
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964413494;https://www.wildberries.ru/catalog/964413494/detail.aspx;22059;0;Epson LQ 2070C;"Epson FX-2170; Epson FX-2180; Epson LQ-2070; Epson LQ-2080";TheCartridge;;Картридж для Epson LQ 2070C
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964416007;https://www.wildberries.ru/catalog/964416007/detail.aspx;04731;0;Epson AcuLaser C2900;"Epson AcuLaser 2900; Epson AcuLaser CX29";TheCartridge;;Картридж для Epson AcuLaser C2900
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964441893;https://www.wildberries.ru/catalog/964441893/detail.aspx;08421;0;Epson WorkForce Pro WP-4000;"Epson WF Pro WP-4015DN; Epson WF Pro WP-4095DN; Epson WF Pro WP-4515DN; Epson WF Pro WP-4525DNF";TheCartridge;;Картридж для Epson WorkForce Pro WP-4000
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964441990;https://www.wildberries.ru/catalog/964441990/detail.aspx;08423;0;Epson WF Pro WP-4025DW;"Epson WF Pro WP-4015DN; Epson WF Pro WP-4095DN; Epson WF Pro WP-4515DN; Epson WF Pro WP-4525DNF";TheCartridge;;Картридж для Epson WF Pro WP-4025DW
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964442361;https://www.wildberries.ru/catalog/964442361/detail.aspx;08425;0;Epson WorkForce Pro WP-4500;"Epson WF Pro WP-4015DN; Epson WF Pro WP-4095DN; Epson WF Pro WP-4515DN; Epson WF Pro WP-4525DNF";TheCartridge;;Картридж для Epson WorkForce Pro WP-4500
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964442365;https://www.wildberries.ru/catalog/964442365/detail.aspx;08428;0;Epson WF Pro WP-4535 DWF;"Epson WF Pro WP-4015DN; Epson WF Pro WP-4095DN; Epson WF Pro WP-4515DN; Epson WF Pro WP-4525DNF";TheCartridge;;Картридж для Epson WF Pro WP-4535 DWF
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964442449;https://www.wildberries.ru/catalog/964442449/detail.aspx;08429;0;Epson WF Pro WP-4545DTW;"Epson WF Pro WP-4015DN; Epson WF Pro WP-4095DN; Epson WF Pro WP-4515DN; Epson WF Pro WP-4525DNF";TheCartridge;;Картридж для Epson WF Pro WP-4545DTW
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964460909;https://www.wildberries.ru/catalog/964460909/detail.aspx;04897;0;Canon Stylus CX 6400;"Epson Stylus C64; Epson Stylus C66; Epson Stylus C84; Epson Stylus C84N";TheCartridge;;Картридж для Canon Stylus CX 6400
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964460969;https://www.wildberries.ru/catalog/964460969/detail.aspx;04898;0;Canon Stylus CX 6600;"Epson Stylus C64; Epson Stylus C66; Epson Stylus C84; Epson Stylus C84N";TheCartridge;;Картридж для Canon Stylus CX 6600
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964461342;https://www.wildberries.ru/catalog/964461342/detail.aspx;048510;0;Epson Stylus Color 760;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson Stylus Color 760
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964461455;https://www.wildberries.ru/catalog/964461455/detail.aspx;048511;0;Epson Stylus Color 800;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson Stylus Color 800
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964461743;https://www.wildberries.ru/catalog/964461743/detail.aspx;048513;0;Epson Stylus Color 850Ne;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson Stylus Color 850Ne
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462040;https://www.wildberries.ru/catalog/964462040/detail.aspx;048514;0;Epson StylusColor 860;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson StylusColor 860
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462303;https://www.wildberries.ru/catalog/964462303/detail.aspx;048515;0;Epson StylusColor 1160;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson StylusColor 1160
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462312;https://www.wildberries.ru/catalog/964462312/detail.aspx;048516;0;Epson StylusColor 1520;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson StylusColor 1520
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462427;https://www.wildberries.ru/catalog/964462427/detail.aspx;048517;0;Epson Stylus Color 1520K;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson Stylus Color 1520K
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462447;https://www.wildberries.ru/catalog/964462447/detail.aspx;048518;0;Epson Stylus SCAN 2000;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson Stylus SCAN 2000
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462591;https://www.wildberries.ru/catalog/964462591/detail.aspx;048519;0;Epson StylusSCAN 2500;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson StylusSCAN 2500
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462869;https://www.wildberries.ru/catalog/964462869/detail.aspx;048520;0;Epson Stylus SCAN 2500Pro;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson Stylus SCAN 2500Pro
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462909;https://www.wildberries.ru/catalog/964462909/detail.aspx;048521;0;Epson MJ-830C;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson MJ-830C
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964462985;https://www.wildberries.ru/catalog/964462985/detail.aspx;048522;0;Epson 830CS;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson 830CS
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964463151;https://www.wildberries.ru/catalog/964463151/detail.aspx;048523;0;Epson 930C;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson 930C
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964463327;https://www.wildberries.ru/catalog/964463327/detail.aspx;048524;0;Epson 6000C;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson 6000C
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964463718;https://www.wildberries.ru/catalog/964463718/detail.aspx;04856;0;Epson StylusColor 660;"Epson Stylus Color 480; Epson Stylus Color 580; Epson Stylus Color C20SX; Epson Stylus Color C20UX";TheCartridge;;Картридж для Epson StylusColor 660
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964472115;https://www.wildberries.ru/catalog/964472115/detail.aspx;25972;0;Epson Stylus CX2800;Epson Stylus C58;TheCartridge;;Картридж для Epson Stylus CX2800
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964489679;https://www.wildberries.ru/catalog/964489679/detail.aspx;00317;0;Canon LBP-3500;"HP LaserJet 5200; HP LaserJet 5200DTN; HP LaserJet 5200L; HP LaserJet 5200N";TheCartridge;;Картридж для Canon LBP-3500
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964545314;https://www.wildberries.ru/catalog/964545314/detail.aspx;030520;0;HP Deskjet 880c;"HP Color Copier 110; HP Color Copier 120; HP Color Copier 140; HP Color Copier 145";TheCartridge;;Картридж для HP Deskjet 880c
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964545659;https://www.wildberries.ru/catalog/964545659/detail.aspx;030521;0;HP Deskjet 890c;"HP Color Copier 110; HP Color Copier 120; HP Color Copier 140; HP Color Copier 145";TheCartridge;;Картридж для HP Deskjet 890c
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964596389;https://www.wildberries.ru/catalog/964596389/detail.aspx;096310;0;HP DesignJet T1120HD;"HP DesignJet T120; HP DesignJet T1708; HP DesignJet T520";TheCartridge;;Картридж для HP DesignJet T1120HD
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964596563;https://www.wildberries.ru/catalog/964596563/detail.aspx;096311;0;HP DesignJet T1120SD;"HP DesignJet T120; HP DesignJet T1708; HP DesignJet T520";TheCartridge;;Картридж для HP DesignJet T1120SD
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964675423;https://www.wildberries.ru/catalog/964675423/detail.aspx;261610;0;HP DeskJet 520;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DeskJet 520
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964676687;https://www.wildberries.ru/catalog/964676687/detail.aspx;261615;0;HP DeskWriter CK;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DeskWriter CK
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964676836;https://www.wildberries.ru/catalog/964676836/detail.aspx;261617;0;HP DeskWriter 500;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DeskWriter 500
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964676979;https://www.wildberries.ru/catalog/964676979/detail.aspx;261618;0;HP DeskWriter 520;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DeskWriter 520
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964677266;https://www.wildberries.ru/catalog/964677266/detail.aspx;26162;0;HP DesignJet 220;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DesignJet 220
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964677787;https://www.wildberries.ru/catalog/964677787/detail.aspx;261623;0;HP FAX-300;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP FAX-300
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964677950;https://www.wildberries.ru/catalog/964677950/detail.aspx;261624;0;HP FAX-310;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP FAX-310
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964677973;https://www.wildberries.ru/catalog/964677973/detail.aspx;261625;0;HP FAX 700;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP FAX 700
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964678081;https://www.wildberries.ru/catalog/964678081/detail.aspx;261627;0;HP FAX-900;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP FAX-900
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964678105;https://www.wildberries.ru/catalog/964678105/detail.aspx;261628;0;HP FAX-950;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP FAX-950
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964678150;https://www.wildberries.ru/catalog/964678150/detail.aspx;261626;0;HP FAX 750;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP FAX 750
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964678358;https://www.wildberries.ru/catalog/964678358/detail.aspx;261629;0;HP DesignJet 950 OfficeJet-LX;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DesignJet 950 OfficeJet-LX
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964678407;https://www.wildberries.ru/catalog/964678407/detail.aspx;26163;0;HP DesignJet 600;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DesignJet 600
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964678750;https://www.wildberries.ru/catalog/964678750/detail.aspx;26164;0;HP DesignJet 600 DJ-Plus;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DesignJet 600 DJ-Plus
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964678800;https://www.wildberries.ru/catalog/964678800/detail.aspx;261631;0;HP OfficeJet 350;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP OfficeJet 350
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964679658;https://www.wildberries.ru/catalog/964679658/detail.aspx;26166;0;HP DeskJet 400i;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DeskJet 400i
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964680388;https://www.wildberries.ru/catalog/964680388/detail.aspx;26169;0;HP DeskJet 510;"HP DeskJet 200; HP DeskJet 300; HP DeskJet 310; HP DeskJet 320";TheCartridge;;Картридж для HP DeskJet 510
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964683918;https://www.wildberries.ru/catalog/964683918/detail.aspx;20401;0;Konica Minolta Bizhub C454e;"Konica Minolta Bizhub 454e; Konica Minolta Bizhub C554e";TheCartridge;;Картридж для Konica Minolta Bizhub C454e
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964709476;https://www.wildberries.ru/catalog/964709476/detail.aspx;08632;0;Kyocera FD-2100DN;"Kyocera ECOSYS M3040dn; Kyocera ECOSYS M3540dn; Kyocera FS-2100D; Kyocera FS-2100DN";TheCartridge;;Картридж для Kyocera FD-2100DN
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964733977;https://www.wildberries.ru/catalog/964733977/detail.aspx;13051;0;Lexmark Optra E232N;"Lexmark 330; Lexmark 332TN; Lexmark E230; Lexmark Optra 232";TheCartridge;;Картридж для Lexmark Optra E232N
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964734234;https://www.wildberries.ru/catalog/964734234/detail.aspx;13052;0;Lexmark Optra E240N;"Lexmark 330; Lexmark 332TN; Lexmark E230; Lexmark Optra 232";TheCartridge;;Картридж для Lexmark Optra E240N
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964757569;https://www.wildberries.ru/catalog/964757569/detail.aspx;41486;0;OKI OkiPage 14iN;"OKI Page-10; OKI Page-12; OKI Page-14E; OKI Page-14EX";TheCartridge;;Картридж для OKI OkiPage 14iN
принтеры: ни один не совпал с TheCartridge (карточка по принтеру);964779154;https://www.wildberries.ru/catalog/964779154/detail.aspx;02308;0;Panasonic KX-FLC423;"Panasonic KX-FL401; Panasonic KX-FL402; Panasonic KX-FL403; Panasonic KX-FL422";TheCartridge;;Картридж для Panasonic KX-FLC423
