offer_id,product_id,name,status_name,moderate,validation,status_failed,selling,hard_errors,all_errors,codes
0279X2,5688420510,"Комплект картриджей MLT-D205L (2 шт.) на 10000 страниц для принтеров Samsung ML-3300, ML 3310, ML3312, ML 3710, ML3712, SCX-4833, SCX 4835",Продается,approved,success,,1,0,2,attribute_hierarchy_fail
5481,2297648482,"Картриджи 106R03508 - 106R03511 для принтеров Xerox VersaLink C400, VersaLink C405",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
5417,1021202042,"Чернила GI-41 для принтеров Canon Pixma G1420, Pixma G2420",Продается,approved,success,,1,0,1,warning_attribute_values_out_of_range
3164,457220802,Картриджи 106R01082-106R01085 для принтеров Xerox Phaser 6300,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
4432,457713108,"Чернила E-106 для принтеров Epson EcoTank 7700, EcoTank 7750, L7160, L7180",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_out_of_range
46721,4848622899,Картридж для P3300,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
46725,4848623036,Картридж для M7100,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
023411,4759334416,Картридж для Panasonic KX-MB2062,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
24823,4821081277,Картридж для Samsung ML-5100,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
2387,455888047,"Картридж TN-2050 для принтеров Brother и DCP-7010, DCP 7025, MFC-7220, MFC7420 черный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
46724,4848623007,Картридж для M6800,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
01249,4759269324,Лента для принтера для Panasonic KX-FC258,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
3741,3182459258,"Чернила GT51-GT52 для принтеров HP DeskJet GT5810, DeskJetGT5820, Ink Tank 115, Ink Tank 315, SmartTank 500",Продается,approved,success,,1,0,1,warning_attribute_values_out_of_range
2383,455888048,Картриджи TN-318 для принтеров Konica Minolta и Bizhub C20,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
5143,607712815,Комплект фотобарабанов DS 45395701 - 45395704 OKI,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0816X2,5690498686,"Комплект картриджей MLT-D115L (2 шт.) на 6000 страниц для принтеров Samsung SL-M2620D, SL M2670, SLM2820DW, SLM2830DW, SL M2870FD, SL SL-M2880FW",Продается,approved,success,,1,0,2,attribute_hierarchy_fail
4927,601155973,Картриджи C925H2KG - C925H2YG для принтеров Lexmark и LaserPrinter C925,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
045116,4772966429,Картридж для Canon BubbleJet S900,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
2519,455888363,Картриджи TNP-18 для принтеров Konica Minolta и Magicolor-4750,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6931,3770686996,"Фотобарабаны 46438001-46438004 для принтеров OKI Data C823, Data C833",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6463,2508967203,"Картриджи TN-613 для принтеров Konica Minolta Bizhub C452, Bizhub C552",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6656,2808053966,Фотобарабан + картридж 108R00650 DU+106R01080 для принтеров Xerox Phaser 7400 черный,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
045130,4772969689,Картридж для Canon Pixma iP6000,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
5028,604360703,Совместимые чернила T6736 (C13T67364A) светло-пурпурный,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_out_of_range
2718,455888817,"Картриджи C-EXV26 для принтеров Canon и ImageRunner C1021, iRC1028",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
1305X6,5691349686,"Комплект картриджей 24016SE (6 шт.) на 15000 страниц для принтеров Lexmark 330, 332TN, E230, Optra 232, Optra232N",Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
7128,5588339829,"Заправочный комплект CF540A-CF543A /CF400A-CF403A /CF410A-CF413A /CE310A-CE313A для принтеров HP LJ-M254dw, M452dn, M452nw, M477fdn, M477fdw",Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
0069,451743199,"Картриджи 80 для принтеров HP и DesignJet 1000, DJ 1050C, DJ-1055CM",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6634,2797536432,"Фотобарабан + картридж 50F0Z00+50F5H00 для принтеров Lexmark LaserPrinter MS317, MS310, MS410, MS410d, MS510, MS510dn, MS610, MS610de MX310de MX317 MX410 MX410de MX510 MX510de MX611 MX611de черный",Готов к продаже,approved,success,,1,0,2,double_without_merger_offer warning_attribute_values_empty
231913,4820881672,Картридж для Lexmark LaserPrinter MS617,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
0175,451743961,"Картриджи 80D2951-18CX033E для принтеров Lexmark и P4350, P6250, P6350, P915, X3330, X3350, X5250, X5270 X5470 X7170 X7350 X8350 Z815 Z816 черный",Готов к продаже,approved,success,,1,0,2,double_without_merger_offer warning_attribute_values_empty
2471,455888261,Картриджи 106R01392-106R01395 для принтеров Xerox и Phaser 6280,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
2311,455887957,Картриджи T1571-T1579 для принтеров Epson и Stylus Photo-R3000 набор cmyk lclm,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
596911,4867698322,Картридж для Brother MFC-L2827DW,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
5331,2306423941,"Картриджи TK-5315 для принтеров Kyocera TASKalfa 408, TASKalfa 508",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
21095,4807068445,Картридж для Sharp M201,Продается,approved,success,,1,0,3,attribute_hierarchy_fail warning_attribute_values_out_of_range
5474,2142352316,"Картридж BCI-6EM для принтеров Canon BJ-F850, BJ F860, BJF870, BJ-F870PD, BJF890, BJC-8200, BJC i560, BJ F890PD BJ i860 BJ i865 BJ I900d пурпурный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
13991,4803816758,Картридж для Brother HL-4150CDN,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
5453,2305750646,"Картриджи CLT-806S для принтеров Samsung Xpress ser SL-X7400GX, SL X7500GX, SLX7600GX",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
02833,4759347446,Картридж для Canon MP450,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
04514,4772968785,Картридж для Canon BJ-F870,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0124,451743408,Термопленка DS KX-FA52A Panasonic двойная упаковка совместимая,Готов к продаже,approved,success,,1,0,2,warning_attribute_values_empty warning_attribute_values_out_of_range
5006,604360655,"Картриджи T8781-T8784 для принтеров Epson и WorkForce Pro R5190, WF Pro R5690",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
24331,4821080505,Картридж для Canon Bubble Jet C250,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
6291,2280269474,"Чернила универсальные пигментные Epson 100 мл для принтеров Epson EcoTank L3100, EcoTankL3101, L4150, L4160, L6160, L6170 набор cmyk lclm",Готов к продаже,approved,success,,1,0,2,warning_attribute_values_empty warning_attribute_values_out_of_range
4409,457713161,"Картриджи PG-510+CL-511 для принтеров Canon Pixma IP2700, PixmaIP2702",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
3447,451742166,"Картриджи W2070A-W2073A для принтеров HP Color Laser 150a, HP Color Laser 150nw",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
045125,4772968269,Картридж для Canon BubbleJet S9000,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6991,4399942341,"Фотобарабан + картридж DU-MP2014+MP-2014H для принтеров Ricoh Aficio IM 2701, IM-2702 черный",Готов к продаже,approved,success,,1,0,1,double_without_merger_offer
08167,4793382347,Картридж для Samsung SL-M2870FW,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
13994,4803816934,Картридж для Brother MFC-956,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0234X2,5688620751,"Комплект картриджей KX-FAT411A (2 шт.) на 4000 страниц для принтеров Panasonic KX-MB1900, KX MB2000, KXMB2001, KX-MB2010, KX MB2020",Продается,approved,success,,1,0,3,attribute_hierarchy_fail double_without_merger_offer
596913,4867698426,Картридж для Brother MFC-L2835DW,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
24337,4821080751,Картридж для Canon NP-6031,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
32652,4834690122,Картридж для P1050,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
01245,4759268906,Лента для принтера для Panasonic KX-FC225,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
59693,4867697959,Картридж для Brother HL-L2447DW,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
3759,457221641,"Чернила GI-490 для принтеров Canon Pixma G1400, PixmaG1410",Продается,approved,success,,1,0,1,warning_attribute_values_out_of_range
00774,4759259047,Комплект картриджей для Canon Pixma S9000,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
32651,4834690119,Картридж для P1000,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
1204,452139088,"Картриджи C9700A-C9703A для принтеров HP и Color LaserJet 1500, LJ 2500n",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0059,451740828,"Картриджи C711 для принтеров Canon i-SENSYS LBP5300, LBP5360, MF8450, MF9130, MF9170",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
66281,4867707458,Фотобарабан + картридж для HP LaserJet Pro M130,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6288,2278136631,"Картриджи 006R04360-006R04363 для принтеров Xerox C310, C310DNI",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
46723,4848622949,Картридж для M6700,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
6996,4407987749,"Фотобарабан + картридж W1580D+W1580X для принтеров HP LaserJet Tank 1020w, LJ Tank 2506W черный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0816X6,5690498830,"Комплект картриджей MLT-D115L (6 шт.) на 18000 страниц для принтеров Samsung SL-M2620D, SL M2670, SLM2820DW, SLM2830DW, SL M2870FD, SL SL-M2880FW",Продается,approved,success,,1,0,2,attribute_hierarchy_fail
04512,4772967017,Картридж для Canon BJ-F850,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
4118,457222204,"Картриджи №81 для принтеров HP и Designjet 5000, DJ 5500 набор cmyk lclm",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
4853,4136774174,Картриджи MPC407 для принтеров Ricoh Aficio MPC407,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
248810,4821081700,Фотобарабан для Samsung Xpress M 2875FW,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
3854,457221922,"Чернила №101 для принтеров Epson L 4160, L-4167, L 6170, L 6190, L-14150, L4150, L-6160",Продается,approved,success,,1,0,1,warning_attribute_values_out_of_range
6475,4020839715,"Картриджи 45536505-45536508 для принтеров OKI OkiData-C931, C941, es9541",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
22131,4808425171,Картридж для Epson LQ350,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
248813,4821082131,Фотобарабан для Samsung Xpress M 3015,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
46726,4848623112,Картридж для M7200,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
1032X2,5690761103,"Комплект картриджей KX-FAT410A (2 шт.) на 5000 страниц для принтеров Panasonic KX-MB1500, KX MB1501, KXMB1507, KX-MB1510, KXMB1520, KX MB1530",Продается,approved,success,,1,0,4,attribute_hierarchy_fail
045111,4772965909,Картридж для Canon BJ-F870PD,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
2271,455887955,"Картриджи 16198000-16197900 для принтеров OKI и C9000, C9100, C9200, C9300, C9400, C9500, Phaser 2135, Phaser 7300B",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
32653,4834690071,Картридж для P2000,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
3380,457221077,Картриджи 106R01080-1150-1152 для принтеров Xerox и Phaser 7400,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
17385,4804750658,Картридж для Lexmark C534,Продается,approved,success,,1,0,3,attribute_hierarchy_fail warning_attribute_values_out_of_range
0143,451743819,"Картридж T038 для принтеров Epson и Stylus C41, StylusC41SX черный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
02341,4759334017,Картридж для Panasonic KX-MB2000,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
32656,4834690221,Картридж для P5000,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
4477,457713248,"Чернила GI-40 для принтеров Canon Pixma G5040, Pixma G6040",Продается,approved,success,,1,0,1,warning_attribute_values_out_of_range
46643,4848623063,Картридж для Brady BMP 53-PC-Linked,Готов к продаже,approved,success,,1,0,1,erased_attribute_value
1738X6,5695861397,"Комплект картриджей C5222KH (6 шт.) на 24000 страниц для принтеров Lexmark C522, C524, C530, C532",Готов к продаже,approved,success,,1,0,3,attribute_hierarchy_fail warning_attribute_values_out_of_range
34543,4834690947,Картридж для HP LJ Pro Color M283 fdn,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
23197,4808557725,Картридж для Lexmark MX617de,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
6636,2797676748,"Фотобарабан + картридж E260X22G DU+E360X11E для принтеров Lexmark LaserPrinter E260, LP E360, LP E460, LP-E462, LP X264, LP X363, LPX364 черный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
3131,457220780,Картриджи 106R01477-106R01480 для принтеров Xerox Phaser 6140,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0170,451743775,"Картриджи Q6460A-Q6463A для принтеров HP и Color LaserJet 4730, LJ-4730x",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6461,3648923361,"Чернила 115 для принтеров Epson EcoTank L8160, EcoTank L8180",Продается,approved,success,,1,0,1,warning_attribute_values_out_of_range
5197,607713007,"Картриджи T-FC25EK - T-FC25EY для принтеров Toshiba и e-Studio 2040C, e Studio 2540C, eStudio 3040C",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0234X10,5688637227,"Комплект картриджей KX-FAT411A (10 шт.) на 20000 страниц для принтеров Panasonic KX-MB1900, KX MB2000, KXMB2001, KX-MB2010, KX MB2020",Готов к продаже,approved,success,,1,0,3,attribute_hierarchy_fail double_without_merger_offer
6835,3800076389,Картриджи P300T6KK-W-P300T6KY-W для принтеров Sindoh C300,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
4121,457222332,"Картриджи №831 для принтеров HP Latex 310, Latex 315 набор cmyk lclm",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
7004,4410762572,"Фотобарабаны W9054MC-W9055MC для принтеров HP Color LaserJet E87640, LJ-E87650, LJE87660",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
5533,1184179179,Картриджи PFI-300 для принтеров Canon и iPF PRO-300,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
2481,455888192,Картриджи 016194400-016194700 для принтеров Xerox и Phaser 7700,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
045117,4772966144,Картридж для Canon Bubble Jet I900d,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
4687,694888836,"Картриджи C13T804100 - C13T804900 для принтеров Epson и SureColor P6000, SureColor P7000",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
045129,4772969336,Картридж для Canon Pixma iP8500,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
045119,4772967022,Картридж для Canon Bubble Jet i960,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0625,452135990,"Картридж 113R00619 для принтеров Xerox и DocumentCentre 423, DocuCentre 428, WCP423, WCP 428 черный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
13672,329865391,"Картридж для Xerox WorkCentre 3025, Phaser 3020BI",Продается,approved,success,,1,0,1,double_without_merger_offer
23191,4808424475,Картридж для Lexmark MX317dn,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
0451,451768019,"Картридж BCI-6BK для принтеров Canon и BJ-F850, BJ F860, BJF870, BJ-F870PD, BJF890, BJ F9000, BJC-8200 черный",Готов к продаже,approved,success,,1,0,2,cover_unprocessed warning_attribute_values_empty
5117,607710548,"Картриджи 45396201 - 45396204 для принтеров OKI и Data MC770, MC780",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6727,2819700886,Фотобарабан + картридж 108R01151 DU+106R02605 для принтеров Xerox Phaser 7100 черный,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
24335,4821080720,Картридж для Canon NP-6022,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
53343,4848630474,Картридж для Canon FAX-L75,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
21093,4807097892,Картридж для Sharp AR-208,Продается,approved,success,,1,0,3,attribute_hierarchy_fail warning_attribute_values_out_of_range
24821,4821081208,Картридж для Samsung ML-5000,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
02471,451767705,Картридж для Brother HL-2035R,Продается,approved,success,,1,0,1,double_without_merger_offer
2534,455888372,"Картриджи 4576211-4576511 для принтеров Konica Minolta и Magicolor 2300, Magicolor 2350",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
22231,4808423016,Картридж для Samsung MultiXpress K3300NR,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
60763,4867699038,Картридж для HP LaserJet Tank 1602,Продается,approved,success,,1,0,2,pics_http_error some_image_failed
4922,601155889,"Картриджи C746H1KG - C746A3YG для принтеров Lexmark и C740, LP-C746, LPC748",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
5160,1184600591,"Картриджи 5100 для принтеров Ricoh и PRO C5100, PRO C5110",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
7127,5588331368,"Тонер CF542A /CF402A /CF412A /CE312A для принтеров HP LJ-M254dw, M452dn, M452nw, M477fdn, M477fdw желтый",Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
7011,4411741484,"Фотобарабан + картридж 45103719-45103722 +45536505-45536508 для принтеров OKI OkiData-C931, C941, es9541, Pro9431, Pro9542",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6551,2605502004,"Картриджи T007-T008 для принтеров Epson Stylus Photo 790, Stylus Photo 870",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0104,329440897,"Картридж CC530A для принтеров HP Color LaserJet CM2320fx, LJ CP2020, LJ-CP2025 черный",Продается,approved,success,,1,0,1,cover_unprocessed
01434,4759281248,Картридж для Epson Stylus C45,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
3705,457221516,"Картриджи EP-85 для принтеров Canon ImageClass C2500, LBP-2510, LBP 5500",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
130511,4803812958,Картридж для Lexmark Optra 240N,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
24886,4821081910,Фотобарабан для Samsung Xpress M 2825DW,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
6488,2547907719,"Фотобарабаны 43449013-43449016 для принтеров OKI C8600, C8800",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6302,2305473920,"Картриджи T5631-T5639 для принтеров Epson Stylus Pro 7800, Stylus Pro 9800 набор cmyk lclmgr",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
3726,457221598,Картриджи T1590-T1599 для принтеров Epson Stylus Photo R2000,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
33507,4834690416,Картридж для P3205D,Готов к продаже,approved,success,,1,0,4,attribute_hierarchy_fail warning_attribute_values_out_of_range
045113,4772966140,Картридж для Canon Bubble Jet S820,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
13803,329143142,"Картридж для HP LaserJet Ultra M106w, LJ Ultra M134a, LJ Ultra M134fn",Продается,approved,success,,1,0,1,double_without_merger_offer
5339,451742829,"Картридж Q7553A для принтеров HP LaserJet P2015D, LJ M2727nf, LJ P2010, LJ-P2014",Продается,approved,success,,1,0,2,pics_http_error some_image_failed
23193,4808425033,Картридж для Lexmark MX417de,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
0279X6,5688420473,"Комплект картриджей MLT-D205L (6 шт.) на 30000 страниц для принтеров Samsung ML-3300, ML 3310, ML3312, ML 3710, ML3712, SCX-4833, SCX 4835",Продается,approved,success,,1,0,2,attribute_hierarchy_fail
1738X2,5695861303,"Комплект картриджей C5222KH (2 шт.) на 8000 страниц для принтеров Lexmark C522, C524, C530, C532",Продается,approved,success,,1,0,3,attribute_hierarchy_fail warning_attribute_values_out_of_range
00773,4759258886,Комплект картриджей для Canon Pixma S900,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
55442,1184148577,"Картридж для Brother MFC-L9570CDW (DR-421CL), DCP-L8410CDW, HL-L8260CDW, HL L8360CDW, HLL9310, MFC-L8690CDW",Продается,approved,success,,1,0,1,double_without_merger_offer
045128,4772968258,Картридж для Canon Bubble Jet i9950,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0077,451743261,"Картриджи BCI-5/ BCI-6 для принтеров Canon и Pixma i9100, Pixma i950 набор cmyk lclm",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
32658,4834690117,Картридж для P6000,Продается,approved,success,,1,0,2,attribute_hierarchy_fail warning_attribute_values_out_of_range
02797,4759344286,Картридж для Samsung SCX-4835,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
53341,4848630571,Картридж для Canon FAX-L100,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
3836,457221841,Картриджи SJIC30P для принтеров Epson и ColorWorks C7500G,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6653,2807186053,"Фотобарабан + картридж DK-8350+TK-8345 для принтеров Kyocera TASKalfa 2552, TASKalfa2553",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
3831,457221711,Картриджи SJIC26P для принтеров Epson и ColorWorks C7500,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
4781,694891079,"Картриджи EXV48 для принтеров Canon и ImageRunner C1325if, iR C1335",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
24334,4821080546,Картридж для Canon NP-6025,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
5285,694985924,"Картриджи T7412-T741X для принтеров Epson SureColor F6000, SureColorF6070",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
53345,4848630747,Картридж для Canon i-SENSYS MF4120,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
2151,453348851,"Картриджи CLP-660B для принтеров Samsung CLP-610ND, CLP 660N, CLX-6200FX, CLX6210FX",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6386,2405630035,Картриджи T04 для принтеров Canon iR C475i,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
30011,4824873525,Картридж для Lexmark LaserPrinter C510,Готов к продаже,approved,success,,1,0,2,attribute_hierarchy_fail
5334X10,5622740221,"Комплект картриджей FX-9 (10 шт.) на 20000 страниц для принтеров Canon Fax L95, FAX-L100, FAX L75, MF4018, MF4100, ImageCLASS 4680, L120",Продается,approved,success,,1,0,2,attribute_hierarchy_fail
04513,4772968285,Картридж для Canon BJ-F860,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0094,451743570,"Картриджи T013-T014 для принтеров Epson и Stylus Color 480, Stylus 580",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
62981,4867701920,Комплект фотобарабанов для Brother HL-L3230,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
04511,4772965547,Картридж для Canon BJC-8200,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
3963,457221964,"Картриджи 106R03866-106R03869 для принтеров Xerox VersaLink C500dn, C500n",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
21623,4808541161,Картридж для Konica Minolta Bizhub C35,Продается,approved,success,,1,0,4,attribute_hierarchy_fail
1305X2,5691349690,"Комплект картриджей 24016SE (2 шт.) на 5000 страниц для принтеров Lexmark 330, 332TN, E230, Optra 232, Optra232N",Продается,approved,success,,1,0,2,attribute_hierarchy_fail
5662,1279506671,Заправочный комплект CL-511/ CL-513 для принтеров Ricoh Aficio MP2352,Продается,approved,success,,1,0,1,warning_attribute_values_out_of_range
2596,455888407,"Картриджи T0751-T0754 для принтеров Epson и Stylus C59, Stylus CX2900",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0145,451743818,"Картриджи T038-T039 для принтеров Epson и Stylus C41, StylusC41SX",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6723,2819215746,"Фотобарабан + картридж 049DU+047X для принтеров Canon i-SENSYS LBP-112w, LBP 113w, MF113, MF-113w, MF112 черный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
00777,4759259265,Комплект картриджей для Canon Pixma i950,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
6628,2796827522,"Фотобарабан + картридж CF219A+CF217XL для принтеров HP LaserJet Pro M101, LJ Pro M102a черный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
13243,330002034,"Картридж для Ricoh Aficio SP111SU, SP111",Продается,approved,success,,1,0,1,double_without_merger_offer
2964,457220529,Картриджи TK-5205 для принтеров Kyocera и TASKalfa 356ci,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
1426,453347482,"Картридж 43979302 для принтеров OKI и B 430, B B440, B430d, B430dn, MB 460, MB470, MB480 черный",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
0234X6,5688619357,"Комплект картриджей KX-FAT411A (6 шт.) на 12000 страниц для принтеров Panasonic KX-MB1900, KX MB2000, KXMB2001, KX-MB2010, KX MB2020",Готов к продаже,approved,success,,1,0,3,attribute_hierarchy_fail double_without_merger_offer
53349,4848630816,Картридж для Canon i-SENSYS MF4690,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
19923,4804760889,Картридж для Konica Minolta 1212,Продается,approved,success,,1,0,2,attribute_hierarchy_fail
5764,1273412781,"Чернила 108/ 008 для принтеров Epson EcoTank L18050, EcoTank L8050, L6490 набор cmyk lclm",Продается,approved,success,,1,0,1,warning_attribute_values_out_of_range
21621,4808440726,Картридж для Konica Minolta C35,Продается,approved,success,,1,0,4,attribute_hierarchy_fail
6748,3648923069,"Чернила №305 для принтеров HP DeskJet 2710, DeskJet 2721",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_out_of_range
0283X10,5688460487,"Комплект картриджей PG-50BK (10 шт.) на 8000 страниц для принтеров Canon FAX-JX200, FAX JX210P, MP170, MP450, MX310, Pixma iP2200, PixmaMP150",Продается,approved,success,,1,0,2,attribute_hierarchy_fail
6550,2578483582,"Картриджи T007-T009 для принтеров Epson Stylus Photo 1270, Stylus Photo 1290",Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
2263,455887824,Картриджи TK-550 для принтеров Kyocera FS-C5100DN,Готов к продаже,approved,success,,1,0,1,warning_attribute_values_empty
