query,sku,offer_id,name,position,demand,views,orders,gmv,our_price,margin_own_live,in_campaign,bid,action
canon,5241792600,1503X2,"Комплект картриджей PGI-525BK (2 шт.) на 670 страниц для принтеров Canon Pixma iP4850, PixmaiP4950",16,206,1,0,0,971.0,20.15,False,,широкая_фраза
canon,5241796781,1487X2,"Комплект картриджей PGI-2400XLBK (2 шт.) на 5000 страниц для принтеров Canon MAXIFY iB4040, iB4140, MB5040, MB5140",45,206,1,0,0,4114.0,45.31,False,,широкая_фраза
canon,863386567,2306,"Картриджи 045H для принтеров Canon i-SENSYS LBP-611, LBP613, MF631cn, MF633Cdw",194,206,1,0,0,9496.0,34.66,True,22.0,широкая_фраза
canon,5276871530,5237X2,"Комплект картриджей 069 (2 шт.) на 4200 страниц для принтеров Canon i-SENSYS LBP-673Cdw, MF752Cdw, MF754Cdw",24,206,1,0,0,6439.0,46.2,False,,широкая_фраза
canon,651929068,53354,Картридж для Canon i-SENSYS MF4018,13,206,1,0,0,2465.0,26.71,True,12.0,широкая_фраза
canon,5273199453,4963X10,Комплект картриджей CLI-42BK (10 шт.) на 9000 страниц для принтеров Canon Pixma PRO-100,50,206,1,0,0,12895.0,55.21,False,,широкая_фраза
canon,5273198179,4963X6,Комплект картриджей CLI-42BK (6 шт.) на 5400 страниц для принтеров Canon Pixma PRO-100,40,206,1,0,0,8192.0,53.04,False,,широкая_фраза
canon,5273197604,4963X2,Комплект картриджей CLI-42BK (2 шт.) на 1800 страниц для принтеров Canon Pixma PRO-100,11,206,1,0,0,2882.0,42.06,False,,широкая_фраза
canon,5269508204,4532X2,Комплект картриджей C-EXV60 (2 шт.) на 20400 страниц для принтеров Canon imageRUNNER 2425,25,206,1,0,0,5772.0,45.98,False,,широкая_фраза
canon,5265918920,4413X6,"Комплект чернил GI-43BK (6 шт.) на 360мл. для принтеров Canon Pixma G540, Pixma G640",29,206,1,0,0,4066.0,49.08,False,,широкая_фраза
canon,5265918772,4413X2,"Комплект чернил GI-43BK (2 шт.) на 120мл. для принтеров Canon Pixma G540, Pixma G640",8,206,1,0,0,1431.0,30.82,False,,широкая_фраза
canon,5265913882,4412X2,"Комплект чернил GI-40PGBK (2 шт.) на 10000 страниц для принтеров Canon Pixma G5040, Pixma G6040",55,206,1,0,0,1727.0,34.2,False,,широкая_фраза
canon,5260707467,3755X10,"Комплект чернил GI-490PGBK (10 шт.) на 60000 страниц для принтеров Canon Pixma G1400, PixmaG1410",28,206,1,0,0,7344.0,53.5,False,,широкая_фраза
canon,5260695315,3755X2,"Комплект чернил GI-490PGBK (2 шт.) на 12000 страниц для принтеров Canon Pixma G1400, PixmaG1410",15,206,1,0,0,1642.0,34.38,False,,широкая_фраза
canon,5259312332,3604X2,"Комплект картриджей 045Bk (2 шт.) на 2800 страниц для принтеров Canon i-SENSYS LBP-611, LBP613, MF631cn, MF633Cdw",34,206,1,0,0,6538.0,46.64,False,,широкая_фраза
canon,5259082216,3554X10,"Комплект картриджей PGI-480XLBK (10 шт.) на 4000 страниц для принтеров Canon Pixma TR7540, Pixma TR8540",39,206,1,0,0,11365.0,54.9,False,,широкая_фраза
canon,5259075434,3554X6,"Комплект картриджей PGI-480XLBK (6 шт.) на 2400 страниц для принтеров Canon Pixma TR7540, Pixma TR8540",41,206,1,0,0,7220.0,52.54,False,,широкая_фраза
canon,5259071992,3554X2,"Комплект картриджей PGI-480XLBK (2 шт.) на 800 страниц для принтеров Canon Pixma TR7540, Pixma TR8540",6,206,1,0,0,2540.0,40.64,False,,широкая_фраза
canon,5258959916,3540X2,"Комплект картриджей 047X (2 шт.) на 8000 страниц для принтеров Canon i-SENSYS LBP-113, MF112, MF 113, LBP 112",38,206,1,0,0,5746.0,45.96,False,,широкая_фраза
canon,5256944406,3172X2,Комплект картриджей C-EXV54BK (2 шт.) на 31000 страниц для принтеров Canon ImageRunner C3025,36,206,1,0,0,8320.0,46.34,False,,широкая_фраза
canon,5279479900,5518X2,"Комплект картриджей E16 (2 шт.) на 4000 страниц для принтеров Canon FC-100, FC 108, FC120, FC-128, FC200, FC 204, FC 208, FC210",54,206,1,0,0,12219.0,46.71,False,,широкая_фраза
canon,5279394909,5488X2,"Комплект картриджей 069 BK (2 шт.) на 4200 страниц для принтеров Canon i-SENSYS LBP-673Cdw, MF752Cdw, MF754Cdw",49,206,1,0,0,8924.0,46.6,False,,широкая_фраза
canon,5278411260,5418X2,"Комплект картриджей 067H Bk (2 шт.) на 6260 страниц для принтеров Canon i-SENSYS LBP-631CW, LBP633Cdw, MF651Cw, MF655Cdw",21,206,1,0,0,7465.0,46.97,False,,широкая_фраза
canon,5278401367,5413X2,"Комплект чернил GI-41Bk (2 шт.) на 270мл. для принтеров Canon Pixma G1420, Pixma G2420",5,206,1,0,0,1714.0,34.77,False,,широкая_фраза
canon,5278397266,5413X10,"Комплект чернил GI-41Bk (10 шт.) на 1350мл. для принтеров Canon Pixma G1420, Pixma G2420",30,206,1,0,0,7667.0,53.58,False,,широкая_фраза
canon,5278393310,5413X6,"Комплект чернил GI-41Bk (6 шт.) на 810мл. для принтеров Canon Pixma G1420, Pixma G2420",20,206,1,0,0,4871.0,50.47,False,,широкая_фраза
canon,5278053645,5374X2,"Комплект картриджей 069H (2 шт.) на 15200 страниц для принтеров Canon i-SENSYS LBP-673Cdw, MF752Cdw, MF754Cdw",23,206,1,0,0,10967.0,46.58,False,,широкая_фраза
canon,2994100339,5374,"Картридж 069H для принтеров Canon i-SENSYS LBP673Cdw, MF752Cdw, MF754Cdw черный",4,206,1,0,0,5668.0,33.34,False,,широкая_фраза
canon,3735011451,6840,"Картриджи 064H для принтеров Canon i-SENSYS LBP-722Cdw, MF832Cdw",19,206,1,0,0,30524.0,33.49,True,12.0,широкая_фраза
3070,4463799911,05792,Картридж для Brother HL-3070CW,61,206,3,0,0,4211.0,34.65,True,12.0,широкая_фраза
canon,5234821017,0135X2,"Комплект картриджей CLI-8BK (2 шт.) на 1040 страниц для принтеров Canon Pixma iP3300, PixmaiP3500, Pro9000 Mark II",47,206,1,0,0,1501.0,32.33,False,,широкая_фраза
canon,5237082343,0184X2,"Комплект картриджей CLI-426BK (2 шт.) на 1000 страниц для принтеров Canon Pixma iP4840, PixmaiP4940",18,206,1,0,0,1077.0,23.78,False,,широкая_фраза
canon,5237083307,0184X6,"Комплект картриджей CLI-426BK (6 шт.) на 3000 страниц для принтеров Canon Pixma iP4840, PixmaiP4940",12,206,1,0,0,3062.0,46.61,False,,широкая_фраза
матрица,1153751231,2208,"Картридж iR40T для принтеров Citizen CX120, CX123, IR40T, IR50 черный",70,204,4,0,0,567.0,38.14,True,10.0,широкая_фраза
miniline,4527389677,52155,Картридж для OKI MicroLine ML7150,16,201,38,0,0,2443.0,32.55,True,8.0,широкая_фраза
miniline,4527388886,52151,Картридж для OKI MicroLine ML6100FB,16,201,43,0,0,2441.0,32.52,True,8.0,широкая_фраза
miniline,4543076863,60641,Картридж для OKI Microline 5721 Eco,16,201,39,0,0,4392.0,34.97,True,12.0,широкая_фраза
miniline,1999500586,6064,"Картридж 44173406 для принтеров OKI Microline 5721 Eco, ML5791ECO черный",14,201,37,0,0,4391.0,34.97,True,12.0,широкая_фраза
miniline,4527386983,52154,Картридж для OKI MicroLine ML7100,15,201,44,0,0,2440.0,32.51,True,8.0,широкая_фраза
miniline,4527388628,52152,Картридж для OKI MicroLine ML760,16,201,42,0,0,2440.0,32.51,True,8.0,широкая_фраза
ps,4458545920,03082,Картридж для HP PSC-2353,293,200,1,0,0,3983.0,36.1,True,12.0,широкая_фраза
ps,4463321567,043012,Картридж для HP PSC-760,305,200,1,0,0,7168.0,35.35,True,8.0,широкая_фраза
печати,863386191,3435,"Картриджи TN-217 для принтеров Brother DCP-L3550CDW, HL-L3230CDW, hl-l3270cdw, MFC-L3770CDW",72,196,4,0,0,7646.0,41.86,True,45.0,широкая_фраза
dj,866443676,1566,"Картридж 70 для принтеров HP DesignJet Z2100, DJ Z3100, DJ Z3200 светло-серый",93,193,7,0,0,8935.0,34.34,True,8.0,широкая_фраза
dj,864225233,0965,"Картридж 72M для принтеров HP и Designjet T1100, DJ T1200, DJ T1300 пурпурный",99,193,6,0,0,4026.0,35.02,True,8.0,широкая_фраза
dj,870872733,2866,"Картриджи №727 для принтеров HP DesignJet T1500, DJ-T1530, DJ T2500, DJT2530, DJ T920",93,193,11,0,0,36875.0,30.8,True,12.0,широкая_фраза
dj,4527377339,43665,Картридж для HP DJ Ink Advantage Ultra 4729,90,193,21,0,0,5017.0,34.24,True,8.0,широкая_фраза
dj,873313801,3693,"Картриджи 728XXL для принтеров HP DesignJet T730, DJ T830",53,193,23,0,0,38193.0,29.26,True,12.0,широкая_фраза
dj,1261510003,4835,"Картридж 3ED68A для принтеров HP и DesignJet Studio, DJ Studio Steel, DJ T210, DJ T230 пурпурный",80,189,10,0,0,5380.0,37.66,True,8.0,широкая_фраза
deli,4527392669,52902,Картридж для Deli M3100,170,188,4,0,0,5036.0,34.25,True,12.0,широкая_фраза
deli,4527390240,52878,Картридж для Deli M2500ADW,196,188,4,0,0,4446.0,35.06,True,12.0,широкая_фраза
deli,1716069692,5287,Картридж T1A для принтеров Deli и M2500AD черный,183,188,6,0,0,4445.0,35.06,True,12.0,широкая_фраза
deli,1692352506,5290,"Картридж T31A для принтеров Deli M3100, P3100 черный",220,188,4,0,0,5036.0,34.25,True,13.0,широкая_фраза
deli,1692352035,5288,"Картридж T2 для принтеров Deli M2000DW, P2000DW черный",187,188,3,0,0,4595.0,35.29,True,13.0,широкая_фраза
deli,1692351812,5286,"Картридж T1 для принтеров Deli и M2500DW, P2500DW черный",214,188,4,0,0,4546.0,34.47,True,12.0,широкая_фраза
4070,1153217435,0577,"Картридж TN-135M для принтеров Brother и DCP-9040CN, DCP 9045CN, HL-4040 cn, HL4050CDN, HL-4070, MFC-9440CN, MFC9450 пурпурный",17,188,1,0,0,4003.0,36.14,True,9.0,широкая_фраза
deli,4527397608,52901,Картридж для Deli P3100,210,188,3,0,0,5037.0,34.26,True,12.0,широкая_фраза
sharp,1759504556,5751,"Картридж BPGT20BA для принтеров Sharp и BP-10C20EU, BP 20C20EU, BP20C25EU, BPGT20BA черный",32,182,26,0,0,7361.0,36.63,True,13.0,широкая_фраза
sharp,4527399346,57517,Тонер-картридж для Sharp BPGT20BA,61,182,11,0,0,7365.0,35.48,True,12.0,широкая_фраза
sharp,4492358631,21118,Картридж для Sharp MX-3114,78,182,9,0,0,6246.0,35.49,True,12.0,широкая_фраза
лазерный,1998987726,5919,"Картридж TNP-48M для принтеров Konica Minolta Bizhub C3350, Bizhub C3850 пурпурный",0,182,2,0,0,7727.0,34.95,True,8.0,широкая_фраза
sharp,1163041176,2116,"Картридж MXB20GT1 для принтеров Sharp MX-B200, MX-B201D черный",54,182,10,0,0,7079.0,35.29,True,8.0,широкая_фраза
sharp,1744145180,5736,"Картридж BPGT20YA для принтеров Sharp и C-CUBE-BP10Р 20EU, BP20C20EU, BP20C25EU желтый",61,182,11,0,0,10467.0,35.12,True,9.0,широкая_фраза
емкость,4481064725,11522,Картридж для HP Color LJ M553dn,0,179,1,0,0,7943.0,35.06,True,8.0,широкая_фраза
желтый,1153725679,1936,"Картридж T6944 для принтеров Epson SureColor SC-SC-T7200, SC T3000, SCT3200, SC-T5000, SCT5200, SC T7000 желтый",190,179,1,0,0,17708.0,33.69,True,8.0,широкая_фраза
3060,4543084078,63618,Фотобарабан для Sharp MX-2630N,0,178,1,0,0,38459.0,33.71,True,12.0,широкая_фраза
3060,4543092323,63613,Фотобарабан для Sharp MX-3550N,0,178,1,0,0,38461.0,33.71,True,12.0,широкая_фраза
3060,4543091431,63614,Фотобарабан для Sharp MX-3070N,0,178,1,0,0,38459.0,33.71,True,12.0,широкая_фраза
3060,4543086824,63617,Фотобарабан для Sharp MX-3060N,0,178,1,0,0,38463.0,33.72,True,12.0,широкая_фраза
3060,4543084962,63619,Фотобарабан для Sharp MX-3050N,0,178,1,0,0,38464.0,33.72,True,12.0,широкая_фраза
3060,4543077120,63616,Фотобарабан для Sharp MX-3560N,0,178,1,0,0,38459.0,33.71,True,12.0,широкая_фраза
3060,4507512973,30322,Картридж для Kyocera EcoSys M3645idn,80,178,1,0,0,3073.0,34.39,True,8.0,широкая_фраза
panasonic,4489627415,13233,Картридж для Panasonic KX-MB2130,308,176,2,0,0,2999.0,34.12,True,8.0,широкая_фраза
panasonic,863431271,0234,"Картридж KX-FAT411A для принтеров Panasonic KX MB2020, KX MB2025, KX MB2030, KX MB2051 KX MB2000, KX MB2001, KX MB2010, KXMB2011, KX MB2061, KX MB2062, KX MB1900",330,176,2,0,0,1295.0,22.45,True,7.0,широкая_фраза
panasonic,4489626003,13224,Картридж для Panasonic KX-MB2540RU,325,176,2,0,0,8204.0,34.02,True,8.0,широкая_фраза
panasonic,4489625064,13237,Картридж для Panasonic KX-MB2100,316,176,2,0,0,3001.0,34.13,True,8.0,широкая_фраза
panasonic,4489624528,13232,Картридж для Panasonic KX-MB2117,316,176,2,0,0,2997.0,34.1,True,8.0,широкая_фраза
panasonic,4489624495,13221,Картридж для Panasonic KX-MB2230RU,340,176,2,0,0,8205.0,34.02,True,8.0,широкая_фраза
panasonic,4489624143,132312,Картридж для Panasonic KX-MB2178,321,176,2,0,0,2998.0,34.11,True,8.0,широкая_фраза
panasonic,4489623821,13234,Картридж для Panasonic KX-MB2137,327,176,2,0,0,2997.0,34.1,True,8.0,широкая_фраза
panasonic,4489623495,132310,Картридж для Panasonic KX-MB2138,318,176,2,0,0,2998.0,34.11,True,8.0,широкая_фраза
panasonic,4489623043,13222,Картридж для Panasonic KX-MB2270RU,337,176,2,0,0,8204.0,34.02,True,8.0,широкая_фраза
panasonic,4489622440,13239,Картридж для Panasonic KX-MB2128,329,176,2,0,0,3002.0,34.14,True,8.0,широкая_фраза
panasonic,4463539120,052513,Картридж для Panasonic KX-FLM551,317,176,2,0,0,1550.0,26.6,True,8.0,широкая_фраза
pantum m6500w,873314556,3257,"Заправочный комплект PC-211EV / PC-211RB (тонер 65гр + чип + воронка) для Pantum M6500W, M6507W, M6502W, P2500W, P2207, P2200, P2516, P2507",0,175,5,0,0,1509.0,28.04,True,13.0,не_видны
картриджи,652454626,0328,"Картридж 178XL для принтеров HP PhotoSmart B109c, DeskJet 3070A, PhotoSmart 5510, PhotoSmart Plus B210b, DeskJet 3070A",2,173,1,0,0,827.0,31.04,True,10.0,широкая_фраза
картриджи,1719404303,5624,Картриджи TK-5370 для принтеров Kyocera ECOSYS MA3500cifx,1,172,1,0,0,12407.0,30.05,True,45.0,широкая_фраза
sharp,4492379476,21102,Картридж для Sharp AR-6020D,54,165,11,0,0,5325.0,34.6,True,12.0,широкая_фраза
sharp,1744145207,5734,"Картридж BPGT20CA для принтеров Sharp и C-CUBE-BP10Р 20EU, BP20C20EU, BP20C25EU голубой",50,165,11,0,0,10467.0,35.36,True,12.0,широкая_фраза
sharp,3557209902,6360,"Картридж MX-560GT для принтеров Sharp MX-560GT, MX M364, MXM365, MX-M464, MXM465, MX M564 черный",48,165,10,0,0,10934.0,33.58,True,12.0,широкая_фраза
sharp,4481054476,10701,Картридж для Sharp AR-5618,68,165,9,0,0,6116.0,35.39,True,12.0,широкая_фраза
ьа,1658970308,5521,"Картридж для Canon i-SENSYS MF275dw, LBP120, LBP122dw, MF270, MF272dw",8,164,2,0,0,3564.0,25.0,True,26.0,широкая_фраза
картриджи,866443793,2156,"Картриджи CF540A-CF543A для принтеров HP LaserJet Pro Color M254dw, LJ Pro Color M280nw",1,163,1,0,0,8104.0,33.54,True,12.0,широкая_фраза
лазерный,870872605,2637,"Картриджи TN-221 для принтеров Konica Minolta Bizhub C227, Bizhub C287",94,162,1,0,0,19196.0,30.27,True,12.0,широкая_фраза
лазерный,870872516,2415,"Картриджи TK-8115 для принтеров Kyocera Ecosys M8124cidn, M8130cidn",80,162,2,0,0,10792.0,28.34,True,25.0,широкая_фраза
картридж для принтера canon 445 и 446,652549145,3487,"Картридж CL-446XL для принтеров Canon и Pixma iP2840, PixmaiP2845 цветной",134,161,5,0,0,5881.0,35.17,True,12.0,не_видны
картридж для принтера canon 445 и 446,4515707642,34869,Картридж для Canon Pixma MG2945,221,161,4,0,0,4938.0,34.77,True,12.0,не_видны
картридж для принтера canon 445 и 446,4515707184,348614,Картридж для Canon Pixma TS3340,149,161,5,0,0,4926.0,34.72,True,12.0,не_видны
картридж для принтера canon 445 и 446,4515704208,34867,Картридж для Canon Pixma MG2545,212,161,4,0,0,4937.0,34.77,True,12.0,не_видны
sharp,1674719138,5574,"Картридж MX-36GTYA для принтеров Sharp MX-2610N, MX 2640, MX3110, MX-3140, MX3610, MX 3640 желтый",73,160,6,0,0,10934.0,33.58,True,12.0,широкая_фраза
sharp,4527412576,57514,Тонер-картридж для Sharp BP-10C20EU,74,160,9,0,0,7361.0,35.47,True,12.0,широкая_фраза
ps1,4451960570,019512,Картридж для HP PSC-1315s,47,154,2,0,0,4795.0,34.53,True,12.0,широкая_фраза
canon selphy cp1500,4504237446,239329,"Картридж для фотопринтера Canon Selphy CP1300(KP-108in / RP-108) и CP1500, cp1000, cp400, cp520, cp1200, cp530, cp720",49,153,7,0,0,9197.0,34.47,True,12.0,поднять_ставку
краска для принтера epson,2041924531,6078,"Чернила №110 для принтеров Epson EcoTank M1100, EcoTankM1120 черный",13,150,1,0,0,1913.0,29.45,True,12.0,поднять_ставку
sharp,4492363228,21113,Картридж для Sharp MX-2310U,76,150,7,0,0,6248.0,35.5,True,12.0,широкая_фраза
sharp,4492387060,21116,Картридж для Sharp MX-3110U,72,150,7,0,0,6246.0,35.49,True,12.0,широкая_фраза
sharp,4492413718,21115,Картридж для Sharp MX-2614,77,150,9,0,0,6249.0,35.5,True,12.0,широкая_фраза
sharp,4492508061,21112,Картридж для Sharp MX-2010U,70,150,7,0,0,6246.0,35.49,True,12.0,широкая_фраза
sharp,4492352320,21111,Картридж для Sharp MX-1810U,74,150,8,0,0,6247.0,35.5,True,12.0,широкая_фраза
краска для принтера epson,4527376559,44338,Чернила для Epson EcoTank M2170,17,150,1,0,0,867.0,32.39,True,10.0,поднять_ставку
sharp,4492347850,21117,Картридж для Sharp MX-3111,79,150,7,0,0,6250.0,35.51,True,12.0,широкая_фраза
sharp,4492348936,21114,Картридж для Sharp MX-2314,89,150,6,0,0,6246.0,35.49,True,12.0,широкая_фраза
1060,4480823755,07821,Картридж для Kyocera FS-1060DN,15,149,39,0,0,1527.0,26.24,True,8.0,широкая_фраза
1060,3558718258,6202,"Картридж TK-1060 для принтеров Avision AM5630i, AM5640i, AM7630i, AM7640i черный",16,149,28,0,0,7953.0,35.07,True,8.0,широкая_фраза
1060,4423149349,392911,Лента для принтера для Brother QL-1060,14,149,43,0,0,2600.0,33.34,True,8.0,широкая_фраза
1060,4492349650,21071,Картридж для Ricoh Aficio 1060,11,149,58,0,0,13343.0,34.12,True,12.0,широкая_фраза
epson,906874687,0494,"Картридж T0472 для принтеров Epson Stylus C63, Stylus C65 голубой",68,145,2,0,0,419.0,23.55,True,10.0,широкая_фраза
epson,652597871,0927,"Картридж T2621XL для принтеров Epson Expression XP 710, XP 510, XP 600, XP 605, XP 700, XP 800, XP 810",157,145,2,0,0,781.0,47.83,True,12.0,широкая_фраза
epson,652757236,0839,"Картридж T1712 для принтеров Epson Expression Home XP-103, XP 207, XP303, XP-306, XP313, XP 323, XP 403, XP406 XP423 голубой",83,145,2,0,0,530.0,48.1,True,10.0,широкая_фраза
epson,904483428,3826,"Картриджи SJIC22P для принтеров Epson ColorWorks C3500, TM-C3500",142,145,2,0,0,11873.0,30.57,True,8.0,широкая_фраза
epson,930623456,1269,"Картриджи T0791-T0796 для принтеров Epson Stylus Photo 1400, Stylus Photo 1500W набор cmyk lclm",124,145,3,0,0,3378.0,34.63,True,18.0,широкая_фраза
лазерный,1011524372,4825,"Фотобарабаны A7U40RD-A7U40TD для принтеров Konica Minolta Bizhub 308, Bizhub 458",5,144,1,0,0,31976.0,33.54,True,12.0,широкая_фраза
лазерный,863386567,2306,"Картриджи 045H для принтеров Canon i-SENSYS LBP-611, LBP613, MF631cn, MF633Cdw",2,144,1,0,0,9496.0,34.66,True,22.0,широкая_фраза
tank,1586846966,54954,"Картридж для HP LaserJet Tank 2602dn, LJ Tank 1502w, LJ Tank 2502dw",44,144,3,0,0,1346.0,23.45,True,7.0,широкая_фраза
sharp,4481055142,10704,Картридж для Sharp MX-M182,63,143,7,0,0,6115.0,35.38,True,12.0,широкая_фраза
sharp,1744145189,5735,"Картридж BPGT20MA для принтеров Sharp и C-CUBE-BP10Р 20EU, BP20C20EU, BP20C25EU пурпурный",70,143,5,0,0,7883.0,36.6,True,8.0,широкая_фраза
sharp,4492489232,21101,Картридж для Sharp AR-6020,60,143,12,0,0,5326.0,34.61,True,12.0,широкая_фраза
sharp,4492371331,21103,Картридж для Sharp AR-6020N,76,143,7,0,0,5327.0,34.61,True,12.0,широкая_фраза
sharp,4492378123,21107,Картридж для Sharp AR-6031N,71,143,8,0,0,5329.0,34.62,True,12.0,широкая_фраза
epson l8050,1769027288,5764,"Чернила 108/ 008 для принтеров Epson EcoTank L18050, EcoTank L8050, L6490 набор cmyk lclm",364,143,3,0,0,3413.0,35.44,True,8.0,не_видны
sharp,4492351021,21104,Картридж для Sharp AR-6023D,82,143,7,0,0,5325.0,34.6,True,12.0,широкая_фраза
картридж для принтера canon,1339739383,5364,"Картриджи 729 для принтеров Canon i-SENSYS LBP7010C, LBP7018C",654,139,2,0,0,6284.0,30.71,True,15.0,не_видны
картридж для принтера canon,863386567,2306,"Картриджи 045H для принтеров Canon i-SENSYS LBP-611, LBP613, MF631cn, MF633Cdw",251,139,2,0,0,9496.0,34.66,True,22.0,не_видны
картридж для принтера canon,863384426,0006,"Картриджи 731 для принтеров Canon i-SENSYS LBP-7100Cn, LBP 7110, MF623cn, MF628cw, MF8230cn, MF8280cw",479,139,2,0,0,10022.0,27.56,True,12.0,не_видны
картридж для принтера canon 445 и 446,4515706272,34865,Картридж для Canon Pixma MG2500,128,139,5,0,0,4936.0,34.76,True,8.0,не_видны
картридж для принтера canon,3550138162,6547,"Картриджи 064H для принтеров Canon i-SENSYS LBP-722Cdw, MF832Cdw",358,139,2,0,0,22741.0,25.58,True,12.0,не_видны
картридж для принтера canon,2509753251,6282,"Картриджи C-EXV65 для принтеров Canon imageRUNNER C3326, iR C3326i",168,139,3,0,0,22487.0,31.2,True,22.0,не_видны
картридж для принтера canon,1658970308,5521,"Картридж для Canon i-SENSYS MF275dw, LBP120, LBP122dw, MF270, MF272dw",367,139,2,0,0,3564.0,25.0,True,26.0,не_видны
картридж для принтера canon,1547263981,5422,"Картриджи 067H с чипом для принтеров Canon LBP631CW, LBP633Cdw, MF651Cw, MF655Cdw, MF657Cdw",287,139,2,0,0,10445.0,28.78,True,22.0,не_видны
canon selphy cp1500,1893955685,239330,"Картридж для фотопринтера Canon SELPHY CP1500 (KP-108in / RP-108) CP1000, CP1300",37,137,6,0,0,9187.0,34.44,False,,поднять_ставку
brother,863386191,3435,"Картриджи TN-217 для принтеров Brother DCP-L3550CDW, HL-L3230CDW, hl-l3270cdw, MFC-L3770CDW",14,137,24,0,0,7646.0,41.86,True,45.0,широкая_фраза
idol,2262643108,6235,"Фотобарабан IUP-19 для принтеров Konica Minolta Bizhub 3320, Bizhub 4020 черный",44,136,3,0,0,12420.0,33.93,True,8.0,широкая_фраза
toshiba,1143061121,5191,"Картридж T-2802E для принтеров Toshiba e-Studio 2802AF, e-Studio 2802AM черный",89,135,7,0,0,5418.0,33.62,True,14.0,широкая_фраза
товар,864225535,1082,"Картриджи 006R01517-006R01520 для принтеров Xerox WorkCentre 7525, WC 7530, WC-7535, WC 7545",72,135,1,0,0,16480.0,28.78,True,12.0,широкая_фраза
sharp,4492415362,21105,Картридж для Sharp AR-6023N,73,133,7,0,0,5328.0,34.61,True,12.0,широкая_фраза
sharp,3582264350,2115,"Картридж MX312GT для принтеров Sharp AR-5726, AR 5731, MX-M260, MXM264, MX-M266, MXM310, MX M314, MX M354 черный",78,133,5,0,0,9187.0,34.44,True,12.0,широкая_фраза
sharp,1153745137,2112,"Картридж MX23GTCA для принтеров Sharp MX-1810U, MX 2010U, MX2310U, MX-2314, MX2614, MX 3110U, MX 3114 голубой",64,131,7,0,0,8550.0,31.43,True,8.0,широкая_фраза
sharp,4480265408,07115,Картридж для Sharp AR-5415,38,131,6,0,0,7317.0,35.45,True,8.0,широкая_фраза
sharp,4492349812,21156,Картридж для Sharp MX-M310,84,128,6,0,0,9182.0,34.43,True,12.0,широкая_фраза
sharp,4492341289,211510,Картридж для Sharp MX-M356,101,128,5,0,0,9183.0,34.43,True,12.0,широкая_фраза
sharp,2536598937,6297,"Картриджи BPGT20BA-BPGT20YA для принтеров Sharp BP-10C20EU, BP 20C20EU, BP20C25EU",26,128,14,0,0,31412.0,31.66,True,13.0,широкая_фраза
sharp,4492372227,21153,Картридж для Sharp MX-M260,96,128,6,0,0,9184.0,34.43,True,12.0,широкая_фраза
sharp,4527403060,57516,Тонер-картридж для Sharp BP-20C25EU,96,128,6,0,0,7361.0,35.47,True,12.0,широкая_фраза
pantum p2500w,873314556,3257,"Заправочный комплект PC-211EV / PC-211RB (тонер 65гр + чип + воронка) для Pantum M6500W, M6507W, M6502W, P2500W, P2207, P2200, P2516, P2507",280,128,4,0,0,1509.0,28.04,True,13.0,не_видны
sharp,4492422596,21157,Картридж для Sharp MX-M314,110,128,6,0,0,9186.0,34.44,True,12.0,широкая_фраза
sharp,4492512420,21155,Картридж для Sharp MX-M266,107,128,6,0,0,9185.0,34.44,True,12.0,широкая_фраза
sharp,4492350570,21154,Картридж для Sharp MX-M264,106,128,6,0,0,9182.0,34.43,True,12.0,широкая_фраза
dudu,1153731902,1994,"Фотобарабан DR-114 DU для принтеров Konica Minolta 7115, 7118, 7216, 7218, 7220, Bizhub 162, Bizhub 163, Di-152 Di 1611 Di-183 Di 2011 черный",60,126,5,0,0,36324.0,33.66,True,12.0,широкая_фраза
dudu,4490431945,19942,Фотобарабан для Konica Minolta 7118,64,126,4,0,0,36324.0,33.66,True,12.0,широкая_фраза
dudu,873313192,3616,"Фотобарабан 113R00779 DU для принтеров Xerox VersaLink B7025, VersaLinkB7030 черный",57,126,11,0,0,21538.0,33.05,True,13.0,широкая_фраза
dudu,1153671602,1796,"Фотобарабан 44064012 DU для принтеров OKI C 810, C 821, C 830, C801, MC851, MC860 черный",91,126,3,0,0,14040.0,29.81,True,12.0,широкая_фраза
dudu,4490425074,19941,Фотобарабан для Konica Minolta 7115,68,126,3,0,0,36325.0,33.66,True,12.0,широкая_фраза
dnz,4504657952,26272,Фотобарабан для HP Color LaserJet Enterprise Flow M880z+ NFC/Wireless Direct,23,123,26,0,0,28929.0,33.44,True,12.0,широкая_фраза
dnz,1220113334,2397,"Фотобарабан CF364Y DU для принтеров HP Color LaserJet Enterprise Flow M880z+, M880z+ NFC/Wireless Direct, LJ M855dn, LJM855x+, LJ-M855xh желтый",22,123,18,0,0,23416.0,29.83,True,8.0,широкая_фраза
workpro,4504670297,280816,Картридж для Xerox WorkCentre Pro 175,114,122,2,0,0,15496.0,32.64,True,8.0,широкая_фраза
workpro,4515703538,34413,Картридж для Epson WorkForce Pro M5799,160,122,1,0,0,4122.0,38.22,True,12.0,широкая_фраза
hp,5239647830,0963X2,"Комплект картриджей 72 PBK (2 шт.) на 260мл. для принтеров HP DesignJet T120, DJ T1708, DJ T520",19,121,1,0,0,7649.0,46.38,False,,широкая_фраза
